ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
660320432,1,12-Jan-56,43,1,11,73000,Yes,,No,F,Masters,Lawyer,12,Private,13170,4,Sports Car,no,3338,1,No,6,0,16,0,Highly Urban/ Urban
482259429,0,15-Jul-36,63,0,0,0,No,111000,Yes,F,PhD,Home Maker,33,Private,24020,1,SUV,no,0,0,No,0,5063,15,1,Highly Urban/ Urban
508323381,0,17-Jan-57,42,1,12,49000,Yes,,No,F,Bachelors,Professional,25,Private,16360,4,SUV,no,6720,1,No,1,0,,0,Highly Urban/ Urban
707158619,0,7-Jul-56,43,0,13,86000,No,272000,Yes,M,Bachelors,Blue Collar,26,Commercial,14440,3,Minivan,no,0,0,No,0,0,11,0,Highly Urban/ Urban
411033051,0,21-Mar-75,24,1,8,13000,Yes,,No,M,Bachelors,Clerical,53,Private,16500,13,Minivan,yes,0,0,No,0,5865,6,1,Highly Urban/ Urban
82981141,0,23-Mar-63,36,0,0,0,No,,No,F,High School,Student,28,Commercial,6570,15,Sports Car,no,0,0,No,0,0,1,0,Highly Rural/ Rural
168833347,0,19-Aug-70,29,1,13,30000,No,146000,Yes,F,High School,Clerical,24,Private,5640,7,Sports Car,no,0,0,No,1,0,1,0,Highly Rural/ Rural
226854820,0,11-Dec-43,55,0,9,189000,No,482000,Yes,M,PhD,Doctor,31,Private,29640,1,Minivan,no,0,0,No,1,0,14,0,Highly Urban/ Urban
534275022,0,18-Jan-45,54,0,7,82000,No,225000,No,F,Masters,Lawyer,41,Private,6900,6,Sports Car,no,0,0,No,1,0,16,0,Highly Urban/ Urban
926305794,0,18-Jul-54,45,0,0,0,No,99000,Yes,F,High School,Student,34,Private,6000,4,SUV,no,29651,2,Yes,8,7746,7,1,Highly Urban/ Urban
782352281,0,28-Sep-55,44,1,14,250000,No,554000,Yes,F,PhD,Doctor,44,Private,30930,1,Minivan,no,0,0,No,2,0,18,0,Highly Urban/ Urban
508339617,0,6-Dec-64,34,2,12,55000,Yes,204000,No,F,High School,Blue Collar,41,Commercial,14090,13,SUV,no,4519,1,No,6,1559,6,1,Highly Urban/ Urban
282847528,0,27-Mar-59,40,2,10,32000,Yes,,No,M,Below High School,Blue Collar,42,Private,14070,10,Minivan,no,1128,1,No,0,0,6,0,Highly Urban/ Urban
351569400,0,28-Feb-50,49,0,12,105000,No,294000,Yes,F,Bachelors,Professional,30,Private,38000,10,Van,no,0,0,No,0,47520,1,1,Highly Rural/ Rural
741806843,0,3-May-67,32,3,14,36000,Yes,,No,F,High School,Blue Collar,28,Private,19960,1,Pickup,no,0,0,No,0,0,1,0,Highly Rural/ Rural
285867056,0,19-Oct-51,48,0,8,27000,No,119000,Yes,M,Bachelors,Manager,17,Private,6300,6,Minivan,yes,0,0,No,1,0,10,0,Highly Urban/ Urban
196544770,0,9-May-40,59,0,14,71000,No,,No,F,High School,Blue Collar,37,Commercial,14520,15,Minivan,no,0,0,No,0,3794,6,1,Highly Urban/ Urban
27436744,0,4-Aug-47,52,0,12,97000,No,,No,M,Bachelors,Professional,22,Commercial,18660,4,Van,yes,0,0,No,0,0,10,0,Highly Urban/ Urban
800556705,1,26-Sep-61,38,2,11,51000,Yes,,No,F,Below High School,Clerical,51,Private,16340,6,SUV,no,29017,2,No,1,0,5,0,Highly Rural/ Rural
330636561,2,29-Nov-32,66,2,15,34000,No,187000,Yes,M,High School,Blue Collar,41,Commercial,21020,1,Minivan,yes,0,0,No,0,5074,1,1,Highly Urban/ Urban
684096160,0,3-Mar-64,35,0,9,70000,No,,No,F,Masters,Lawyer,32,Private,11960,1,SUV,no,0,0,No,1,4019,17,1,Highly Urban/ Urban
626621181,0,3-Jul-38,61,0,11,24000,No,,No,M,High School,Blue Collar,31,Commercial,10000,1,Sports Car,yes,0,0,No,0,0,7,0,Highly Urban/ Urban
968439150,0,15-Feb-84,,3,12,16000,No,,Yes,M,High School,Student,39,Private,20770,1,Van,yes,0,0,No,6,5640,1,1,Highly Urban/ Urban
201327208,0,14-Dec-38,60,0,12,38000,No,183000,Yes,F,High School,Blue Collar,16,Commercial,21280,1,Minivan,no,0,0,No,0,0,1,0,Highly Urban/ Urban
411833013,0,8-May-53,46,0,5,26000,No,141000,No,F,High School,Blue Collar,44,Commercial,20030,3,SUV,no,0,0,No,1,0,,0,Highly Urban/ Urban
187813349,0,18-Apr-40,59,0,9,79000,No,,Yes,M,High School,Blue Collar,73,Commercial,19960,1,Van,no,3960,4,No,8,571,9,1,Highly Urban/ Urban
259127860,0,30-Nov-43,55,0,11,112000,No,287000,Yes,M,Bachelors,Blue Collar,30,Private,17210,4,Van,yes,0,0,No,0,0,1,0,Highly Urban/ Urban
128902374,0,28-Oct-67,32,3,12,67000,Yes,,No,F,Bachelors,Manager,12,Private,4700,10,SUV,no,0,0,No,0,5732,,1,Highly Urban/ Urban
832569187,0,8-Aug-51,48,0,0,0,No,,No,F,Bachelors,Home Maker,16,Private,25250,1,Pickup,no,0,0,Yes,0,0,8,0,Highly Rural/ Rural
483669193,0,3-Feb-73,26,1,0,0,No,,Yes,F,Below High School,Student,27,Private,4120,4,SUV,no,0,0,Yes,1,2370,6,1,Highly Urban/ Urban
141897395,0,1-Jul-52,47,0,14,139000,No,406000,Yes,M,Masters,Lawyer,26,Private,20230,1,Van,no,0,0,No,0,0,15,0,Highly Urban/ Urban
716776192,0,28-Sep-46,53,0,12,67000,No,,No,M,Masters,Unknown,26,Commercial,6800,10,Pickup,no,4558,2,No,3,0,18,0,Highly Urban/ Urban
395686481,2,18-Dec-55,43,3,0,0,Yes,,No,F,High School,Home Maker,49,Private,6320,1,SUV,no,2434,2,No,4,0,5,0,Highly Rural/ Rural
602229598,2,21-Dec-57,41,2,12,65000,No,209000,Yes,M,Masters,Unknown,47,Private,15000,1,Minivan,no,7323,1,No,3,0,7,0,Highly Urban/ Urban
151888879,1,26-Sep-61,38,2,14,47000,No,162000,Yes,F,Masters,Lawyer,53,Private,6190,1,SUV,no,4939,2,No,0,5900,,1,Highly Urban/ Urban
779624178,0,10-Oct-47,52,0,10,102000,No,325000,Yes,F,Masters,Lawyer,26,Private,14220,1,Sports Car,no,0,0,No,1,0,10,0,Highly Urban/ Urban
697633471,0,4-Apr-68,31,2,12,18000,Yes,,No,M,Below High School,Clerical,14,Private,6360,10,Minivan,no,0,0,No,0,2979,5,1,Highly Urban/ Urban
658140662,0,26-Jun-49,50,0,13,59000,No,,No,F,Bachelors,Blue Collar,44,Commercial,20550,1,SUV,no,2916,1,No,6,24408,11,1,Highly Urban/ Urban
417493849,0,28-Apr-42,57,0,10,162000,No,438000,No,M,PhD,Doctor,33,Private,13820,6,Minivan,yes,0,0,No,0,0,20,0,Highly Urban/ Urban
63673872,0,18-Jul-53,46,0,11,74000,No,266000,Yes,F,Bachelors,Home Maker,5,Private,6100,1,SUV,no,0,0,No,0,0,6,0,Highly Rural/ Rural
578135332,0,19-Jul-53,46,0,13,19000,No,119000,Yes,M,Below High School,Clerical,51,Private,18870,11,Minivan,no,0,0,No,0,0,1,0,Highly Rural/ Rural
309057954,0,19-Dec-64,34,1,12,56000,No,164000,Yes,F,Bachelors,Professional,16,Private,4900,10,Sports Car,no,0,0,No,0,0,9,0,Highly Urban/ Urban
670510175,1,26-Aug-62,37,1,7,103000,No,236000,Yes,F,Bachelors,Blue Collar,5,Commercial,15480,7,SUV,no,0,0,No,0,0,10,0,Highly Urban/ Urban
922831607,0,20-May-63,36,0,8,52000,No,169000,Yes,F,Masters,Lawyer,39,Private,31480,4,Minivan,no,1007,1,No,5,0,13,0,Highly Urban/ Urban
154563076,2,3-Sep-57,42,3,14,33000,No,165000,Yes,M,Below High School,Blue Collar,32,Private,11990,4,Minivan,yes,1188,1,No,1,0,1,0,Highly Urban/ Urban
722122188,1,6-Oct-57,42,3,12,10000,No,,Yes,F,High School,Student,9,Private,9900,3,SUV,no,3986,3,No,4,0,1,0,Highly Urban/ Urban
5340882,0,27-Dec-47,51,0,12,71000,No,,No,M,PhD,Doctor,23,Private,17810,7,Van,yes,0,0,No,0,0,12,0,Highly Urban/ Urban
510127591,0,13-Apr-63,36,0,12,32000,No,128000,Yes,M,High School,Blue Collar,33,Commercial,5620,4,Pickup,no,10383,2,No,5,0,1,0,Highly Urban/ Urban
677899112,0,5-Mar-60,39,0,12,67000,No,219000,Yes,F,High School,Blue Collar,41,Commercial,12100,13,SUV,no,0,0,No,2,0,9,0,Highly Urban/ Urban
446639717,1,18-Dec-53,45,3,15,80000,No,,Yes,F,Masters,Lawyer,5,Private,13960,1,SUV,no,5006,3,No,0,0,13,0,Highly Urban/ Urban
844879272,1,23-Mar-59,40,2,14,27000,No,160000,Yes,F,Below High School,Clerical,47,Private,8160,17,Sports Car,no,0,0,No,1,0,1,0,Highly Urban/ Urban
491700780,0,18-Oct-43,56,0,9,69000,No,233000,Yes,F,Masters,Lawyer,38,Private,13980,4,SUV,no,3631,1,No,0,0,14,0,Highly Urban/ Urban
619943998,0,13-Sep-43,56,0,10,199000,No,501000,Yes,F,PhD,Unknown,23,Commercial,41280,1,Van,no,0,0,No,1,0,16,0,Highly Urban/ Urban
883604551,0,20-May-65,34,3,14,56000,No,187000,Yes,M,Bachelors,Clerical,58,Private,6970,6,Minivan,yes,0,0,No,0,599,5,1,Highly Urban/ Urban
421671620,0,20-Apr-45,54,0,16,73000,No,266000,Yes,F,Masters,Lawyer,37,Private,19470,6,Minivan,no,32145,1,No,4,0,10,0,Highly Urban/ Urban
79375431,1,12-Apr-55,44,1,11,27000,Yes,,No,F,High School,Clerical,54,Private,9260,1,Minivan,no,0,0,No,1,0,1,0,Highly Urban/ Urban
111315876,0,10-Aug-46,53,0,8,66000,No,226000,Yes,M,Masters,Lawyer,5,Private,13440,13,Minivan,yes,0,0,No,0,0,18,0,Highly Urban/ Urban
335292516,3,3-Jul-59,40,3,12,110000,Yes,,No,M,Below High School,Blue Collar,32,Private,19330,6,Minivan,yes,3869,3,No,2,0,1,0,Highly Urban/ Urban
370351885,0,2-May-46,53,0,8,109000,No,301000,Yes,M,PhD,Doctor,32,Private,28570,1,Minivan,no,0,0,No,0,0,6,0,Highly Urban/ Urban
87360109,0,6-Jan-47,52,0,11,38000,No,176000,No,F,Bachelors,Blue Collar,25,Commercial,14880,4,SUV,no,0,0,No,0,4582,1,1,Highly Urban/ Urban
741060357,0,12-Nov-63,36,0,11,78000,No,241000,Yes,M,Bachelors,Blue Collar,31,Commercial,14080,1,Minivan,yes,7419,1,No,3,0,13,0,Highly Urban/ Urban
209084148,0,9-Mar-61,38,0,11,19000,No,,No,M,Masters,Lawyer,34,Private,4200,1,Minivan,no,13591,1,No,4,0,,0,Highly Urban/ Urban
959594346,0,14-Mar-57,42,0,12,110000,No,349000,Yes,F,Masters,Manager,23,Private,22520,9,Sports Car,no,0,0,No,0,0,8,0,Highly Urban/ Urban
893823860,0,10-Jun-44,55,0,15,122000,No,,No,F,Masters,Professional,38,Private,18080,11,SUV,no,0,0,No,0,0,8,0,Highly Urban/ Urban
329068647,0,14-Jan-48,51,0,8,52000,No,,No,M,Bachelors,Manager,74,Private,19740,6,Minivan,yes,4447,3,No,0,0,4,0,Highly Urban/ Urban
237008961,0,7-Apr-78,21,1,12,0,Yes,,No,M,High School,Student,44,Commercial,3320,6,Minivan,yes,6117,3,No,1,0,8,0,Highly Rural/ Rural
922967381,0,10-Aug-59,40,0,11,39000,No,141000,Yes,F,High School,Blue Collar,29,Commercial,12110,1,SUV,no,0,0,No,0,0,1,0,Highly Rural/ Rural
743756067,0,2-Feb-42,57,2,16,6000,Yes,,No,F,Below High School,Home Maker,23,Private,9330,4,SUV,no,0,0,No,1,4790,1,1,Highly Urban/ Urban
475331694,0,24-May-66,33,1,8,33000,Yes,,No,M,High School,Student,56,Commercial,31040,1,Panel Truck,no,7343,2,No,4,2375,1,1,Highly Urban/ Urban
611920932,0,16-Nov-48,51,0,6,72000,No,,No,M,High School,Manager,13,Commercial,19080,6,Van,yes,6162,2,No,6,0,8,0,Highly Urban/ Urban
367629901,0,11-Jul-41,58,0,12,95000,No,345000,No,M,Bachelors,Professional,9,Private,12460,6,Minivan,yes,0,0,No,0,0,13,0,Highly Urban/ Urban
305428148,2,15-Aug-62,37,3,15,19000,Yes,,No,M,High School,Blue Collar,20,Commercial,7080,7,Minivan,yes,26827,4,No,3,0,,0,Highly Urban/ Urban
676967525,0,22-Feb-62,37,1,0,0,Yes,,No,F,Bachelors,Student,50,Private,9270,9,SUV,no,0,0,Yes,0,4580,10,1,Highly Urban/ Urban
474302091,0,3-Feb-45,54,0,13,20000,No,140000,Yes,M,Below High School,Clerical,15,Private,16390,6,Van,yes,0,0,No,0,0,7,0,Highly Urban/ Urban
213844786,0,3-Mar-53,46,0,9,136000,No,,No,M,PhD,Doctor,18,Private,1500,1,Minivan,yes,1155,3,No,8,0,16,0,Highly Urban/ Urban
129525439,0,28-Jun-48,51,0,14,189000,No,456000,Yes,F,PhD,Doctor,43,Private,35600,6,Van,no,0,0,No,3,0,9,0,Highly Urban/ Urban
289365421,0,11-Apr-62,37,1,11,93000,No,269000,Yes,M,High School,Blue Collar,55,Commercial,33220,1,Panel Truck,yes,0,0,No,2,0,7,0,Highly Rural/ Rural
15025480,2,11-Dec-62,36,3,9,21000,Yes,,No,F,Below High School,Home Maker,19,Private,12510,1,Pickup,no,0,0,No,6,3887,1,1,Highly Urban/ Urban
421412181,0,24-Mar-50,49,0,0,0,No,,Yes,M,Bachelors,Student,24,Commercial,6400,4,Pickup,yes,7399,2,No,1,0,15,0,Highly Urban/ Urban
506795126,0,16-Jul-63,36,0,11,38000,No,161000,Yes,F,Bachelors,Clerical,13,Private,5290,1,SUV,no,0,0,No,1,0,7,0,Highly Urban/ Urban
116102677,1,6-Nov-60,39,4,12,20000,No,117000,Yes,F,High School,Home Maker,21,Private,5400,7,Sports Car,no,0,0,No,0,0,8,0,Highly Rural/ Rural
162166370,0,20-Apr-39,60,0,12,79000,No,,No,M,High School,Manager,36,Commercial,24170,1,Panel Truck,yes,0,0,No,0,0,8,0,Highly Urban/ Urban
776062185,1,28-Dec-59,39,1,11,98000,Yes,,No,M,Bachelors,Manager,10,Private,11280,7,Pickup,yes,8835,2,No,1,0,1,0,Highly Urban/ Urban
361782057,0,20-Dec-45,53,0,11,33000,No,202000,Yes,F,High School,Home Maker,57,Commercial,18150,1,SUV,no,0,0,No,5,6603,1,1,Highly Urban/ Urban
481754281,0,22-Jul-58,41,0,0,0,No,,No,F,Masters,Home Maker,43,Private,5600,4,Sports Car,no,0,0,No,0,3018,20,1,Highly Urban/ Urban
803733222,0,1-Nov-45,54,0,10,108000,No,347000,No,M,High School,Blue Collar,18,Commercial,29070,21,Panel Truck,no,0,0,No,2,0,1,0,Highly Urban/ Urban
547019584,1,13-Jul-53,46,0,13,64000,No,192000,Yes,M,Masters,Lawyer,60,Private,24070,3,SUV,no,30807,1,No,7,0,13,0,Highly Urban/ Urban
388166858,1,23-Mar-57,42,2,13,,Yes,,No,F,Bachelors,Clerical,37,Private,31960,1,Sports Car,no,5827,3,No,4,2386,7,1,Highly Urban/ Urban
764542231,0,1-Dec-52,46,0,12,215000,No,499000,Yes,M,PhD,Manager,21,Commercial,37960,11,Panel Truck,yes,7327,1,No,0,0,16,0,Highly Urban/ Urban
706466616,0,1-Nov-59,40,1,11,7000,Yes,132000,No,F,Bachelors,Home Maker,41,Commercial,25170,4,Panel Truck,yes,6985,2,No,8,2033,8,1,Highly Urban/ Urban
84930620,1,13-Jul-55,44,2,15,91000,No,291000,Yes,F,Masters,Lawyer,21,Private,2740,4,Sports Car,no,0,0,Yes,1,0,8,0,Highly Urban/ Urban
100737644,0,19-Aug-61,38,0,10,95000,No,281000,Yes,F,Bachelors,Manager,46,Private,20730,9,SUV,no,0,0,No,0,0,11,0,Highly Urban/ Urban
826845293,0,5-Jan-66,33,2,11,33000,No,162000,Yes,F,High School,Clerical,57,Private,8140,4,Sports Car,no,0,0,No,5,4057,10,1,Highly Urban/ Urban
794822851,0,30-Sep-46,53,0,11,70000,No,,No,M,High School,Blue Collar,14,Commercial,13970,13,Minivan,yes,0,0,No,0,0,10,0,Highly Urban/ Urban
906017228,0,2-May-64,35,2,12,21000,Yes,,No,F,Below High School,Blue Collar,38,Private,22730,6,SUV,no,778,2,No,4,0,6,0,Highly Urban/ Urban
767598955,0,30-May-45,54,0,14,6000,No,,No,M,Below High School,Student,32,Private,7550,6,Pickup,yes,19690,1,No,0,0,1,0,Highly Urban/ Urban
537150897,0,18-Jun-62,37,0,8,32000,No,117000,No,M,High School,Professional,5,Private,22090,6,Minivan,no,0,0,No,0,0,1,0,Highly Urban/ Urban
414688788,0,22-Dec-51,47,0,11,14000,No,,Yes,M,Bachelors,Student,31,Commercial,15490,6,Minivan,no,0,0,No,6,0,11,0,Highly Urban/ Urban
374898992,0,25-Oct-48,51,0,13,27000,No,116000,Yes,M,High School,Clerical,40,Commercial,10030,17,Pickup,yes,0,0,No,2,0,1,0,Highly Rural/ Rural
301787735,0,26-Mar-49,50,0,12,24000,No,132000,No,F,Below High School,Clerical,17,Private,8880,10,Pickup,no,6552,3,No,5,0,1,0,Highly Urban/ Urban
202464699,0,13-Dec-47,51,0,7,105000,No,283000,Yes,M,Masters,Manager,11,Private,12020,1,Pickup,no,0,0,No,0,0,9,0,Highly Urban/ Urban
845305646,0,27-Feb-72,27,0,6,59000,No,168000,No,F,Bachelors,Home Maker,47,Private,16420,7,Sports Car,no,2101,2,No,3,0,5,0,Highly Urban/ Urban
462892636,0,16-Jul-77,22,2,8,34000,Yes,,No,F,High School,Blue Collar,33,Commercial,24560,4,Minivan,no,0,0,No,0,0,8,0,Highly Urban/ Urban
195722546,1,23-Feb-57,42,3,14,68000,Yes,255000,No,F,Bachelors,Professional,22,Private,12990,1,SUV,no,0,0,No,1,0,10,0,Highly Urban/ Urban
217828974,0,3-Mar-48,51,0,8,185000,No,454000,Yes,F,Masters,Professional,62,Commercial,40180,1,Panel Truck,no,0,0,No,0,0,15,0,Highly Urban/ Urban
335375976,0,11-Oct-61,38,1,10,62000,No,186000,Yes,F,Bachelors,Home Maker,32,Private,11540,5,SUV,no,3481,1,No,2,0,6,0,Highly Urban/ Urban
132742099,0,28-Nov-57,41,0,7,79000,No,,No,M,Bachelors,Blue Collar,22,Commercial,18270,6,Van,yes,6856,1,No,2,19013,6,1,Highly Urban/ Urban
677998499,1,15-Sep-58,41,1,14,57000,No,231000,Yes,F,High School,Professional,38,Private,18180,13,Minivan,no,0,0,No,2,0,1,0,Highly Urban/ Urban
78611832,0,20-May-37,62,0,12,69000,No,276000,Yes,F,PhD,Lawyer,43,Private,26360,17,Sports Car,no,5837,3,No,0,0,19,0,Highly Urban/ Urban
798452933,0,9-Mar-39,60,0,13,128000,No,,No,M,PhD,Doctor,33,Private,14330,10,Minivan,no,3977,3,No,4,3918,13,1,Highly Urban/ Urban
311765995,0,9-Nov-51,48,0,13,132000,No,361000,Yes,M,Masters,Lawyer,62,Private,14710,1,Minivan,yes,0,0,No,0,0,16,0,Highly Rural/ Rural
865629860,0,28-Jan-40,59,0,12,12000,No,122000,No,M,High School,Clerical,24,Private,13640,1,Minivan,no,0,0,No,1,0,1,0,Highly Rural/ Rural
135968383,0,24-Jun-48,51,0,15,197000,No,534000,Yes,M,PhD,Unknown,25,Commercial,27310,7,Panel Truck,yes,0,0,No,1,0,15,0,Highly Urban/ Urban
542666941,0,21-May-51,48,0,10,85000,No,236000,Yes,M,PhD,Doctor,21,Private,14760,1,Minivan,yes,30076,1,Yes,0,0,15,0,Highly Urban/ Urban
928944973,0,17-Jul-66,33,2,9,120000,Yes,,No,M,Bachelors,Manager,19,Commercial,16830,4,Van,yes,26318,1,No,0,0,12,0,Highly Urban/ Urban
608881316,0,19-Apr-44,55,0,13,60000,No,211000,Yes,F,Bachelors,Professional,32,Private,12950,1,SUV,no,677,2,No,4,0,5,0,Highly Urban/ Urban
911685716,0,16-Nov-44,55,0,16,18000,No,,Yes,M,High School,Student,33,Commercial,11030,1,Pickup,yes,0,0,No,2,0,11,0,Highly Rural/ Rural
725802450,0,20-May-56,43,2,,69000,Yes,,No,F,Below High School,Blue Collar,44,Private,12750,7,SUV,no,2516,1,No,0,1212,6,1,Highly Urban/ Urban
620169620,0,13-Jan-49,50,0,12,44000,No,198000,Yes,F,High School,Professional,30,Commercial,27980,3,Pickup,no,0,0,No,2,0,8,0,Highly Rural/ Rural
850999288,0,18-Oct-54,45,0,9,97000,No,306000,Yes,M,Bachelors,Professional,42,Private,12180,8,Pickup,yes,29820,3,No,1,1479,8,1,Highly Urban/ Urban
460939265,0,21-Aug-51,48,0,11,57000,No,230000,No,M,High School,Clerical,55,Private,10930,7,Minivan,yes,0,0,No,0,5184,1,1,Highly Urban/ Urban
617081079,0,13-Feb-67,32,3,13,35000,Yes,173000,No,M,High School,Blue Collar,25,Private,13270,1,Minivan,yes,34233,2,Yes,4,0,7,0,Highly Urban/ Urban
916665815,0,26-Aug-50,49,0,,144000,No,,No,M,PhD,Doctor,35,Private,20770,1,Minivan,no,0,0,No,0,0,25,0,Highly Urban/ Urban
349628093,0,1-Apr-51,48,0,10,86000,No,,No,M,Masters,Lawyer,26,Private,14940,9,Minivan,yes,0,0,No,1,0,17,0,Highly Urban/ Urban
671989782,0,24-Dec-44,54,0,12,159000,No,,No,F,PhD,Manager,35,Private,32140,4,Minivan,no,0,0,No,2,0,14,0,Highly Urban/ Urban
624491152,0,30-Oct-40,59,0,9,108000,No,334000,Yes,M,Bachelors,Manager,47,Private,12340,1,Minivan,yes,0,0,No,0,0,8,0,Highly Urban/ Urban
909436772,0,10-Feb-42,57,0,14,135000,No,414000,Yes,F,Bachelors,Manager,45,Private,27640,1,SUV,no,0,0,No,0,0,14,0,Highly Urban/ Urban
59670547,0,9-Feb-41,58,0,12,30000,No,172000,No,F,High School,Clerical,12,Private,12000,6,SUV,no,6060,1,Yes,4,0,1,0,Highly Urban/ Urban
631212058,0,24-Jan-46,53,0,9,115000,No,330000,Yes,M,Masters,Manager,29,Commercial,23760,1,Panel Truck,yes,824,2,No,4,1877,8,1,Highly Urban/ Urban
640880824,0,24-Oct-55,44,0,12,29000,No,174000,Yes,M,Below High School,Clerical,49,Private,15450,1,Minivan,no,0,0,No,3,0,,0,Highly Rural/ Rural
338083160,0,15-Jun-54,45,0,11,56000,No,,No,F,High School,Professional,22,Private,11560,1,SUV,no,0,0,No,4,0,9,0,Highly Urban/ Urban
705448628,0,7-Oct-60,39,0,11,80000,No,264000,No,M,Bachelors,Blue Collar,41,Commercial,19530,10,Van,yes,3047,2,No,1,0,13,0,Highly Urban/ Urban
273566676,0,11-Apr-62,37,0,0,0,No,,No,F,High School,Student,53,Commercial,5200,11,SUV,no,0,0,No,4,0,7,0,Highly Urban/ Urban
624628682,0,11-May-47,52,0,,53000,No,,No,M,Bachelors,Clerical,36,Private,10300,4,Pickup,yes,5236,2,No,6,3587,,1,Highly Urban/ Urban
667355996,0,27-May-64,35,0,11,117000,No,310000,No,F,Masters,Manager,38,Private,11940,12,SUV,no,0,0,No,3,6651,4,1,Highly Urban/ Urban
967655243,0,18-Oct-53,46,0,0,0,No,115000,Yes,F,Bachelors,Home Maker,31,Private,22920,3,Minivan,no,0,0,No,0,0,13,0,Highly Rural/ Rural
61765965,0,4-Sep-59,40,0,10,53000,No,175000,No,F,Masters,Lawyer,36,Private,10790,1,SUV,no,0,0,No,0,0,13,0,Highly Urban/ Urban
392085657,0,26-Aug-59,40,1,,84000,No,222000,Yes,M,Bachelors,Professional,64,Commercial,27000,4,Panel Truck,yes,0,0,No,0,0,12,0,Highly Rural/ Rural
675792166,0,16-Jun-44,55,0,14,253000,No,546000,Yes,F,PhD,Manager,30,Private,26810,7,Sports Car,no,0,0,No,0,0,14,0,Highly Urban/ Urban
169013078,0,1-Jan-58,41,0,11,98000,No,274000,Yes,F,Masters,Lawyer,19,Private,31930,4,Sports Car,no,0,0,No,1,0,21,0,Highly Urban/ Urban
159757744,0,24-Jun-66,33,1,0,0,No,120000,Yes,F,High School,Home Maker,40,Private,9030,1,SUV,no,0,0,No,0,0,1,0,Highly Rural/ Rural
328168727,2,14-Jul-42,57,3,15,106000,No,329000,Yes,F,Masters,Professional,37,Private,11760,3,SUV,no,11528,4,No,7,3968,16,1,Highly Urban/ Urban
621338967,0,11-Oct-58,41,0,10,56000,No,190000,No,F,High School,Blue Collar,75,Private,11690,10,SUV,no,0,0,Yes,0,0,1,0,Highly Rural/ Rural
856298179,0,23-Mar-60,39,0,11,140000,No,386000,Yes,M,Masters,Manager,9,Commercial,23170,1,Panel Truck,yes,0,0,No,0,0,11,0,Highly Urban/ Urban
365196787,0,3-May-49,50,0,12,45000,No,,No,F,High School,Blue Collar,41,Private,8240,10,Sports Car,no,0,0,No,0,0,13,0,Highly Urban/ Urban
689736386,0,6-Feb-56,43,2,0,0,No,,Yes,F,Below High School,Student,15,Private,5800,1,Sports Car,no,5767,1,No,9,8927,6,1,Highly Urban/ Urban
591285068,0,12-Sep-62,37,0,11,29000,No,,No,F,High School,Home Maker,30,Private,8110,6,SUV,no,0,0,No,3,0,1,0,Highly Rural/ Rural
856378045,0,14-Nov-45,54,0,13,,No,,No,F,High School,Student,41,Commercial,10390,3,SUV,no,0,0,No,0,0,7,0,Highly Rural/ Rural
776944387,0,23-Sep-49,50,0,0,0,No,104000,Yes,F,Masters,Home Maker,51,Private,1500,6,Sports Car,no,0,0,No,1,0,17,0,Highly Rural/ Rural
707777310,0,24-Jan-45,54,0,,52000,No,197000,Yes,M,Bachelors,Home Maker,64,Private,7730,6,Pickup,yes,0,0,No,1,0,6,0,Highly Urban/ Urban
399351046,0,28-Jan-39,60,0,15,35000,No,141000,Yes,F,High School,Manager,21,Commercial,17140,6,Pickup,no,8410,1,No,0,0,8,0,Highly Urban/ Urban
562713708,0,5-Mar-52,47,0,11,244000,No,,No,M,PhD,Unknown,18,Commercial,33840,1,Panel Truck,no,0,0,No,1,0,17,0,Highly Urban/ Urban
76330867,0,24-May-70,29,4,14,34000,Yes,,No,F,Below High School,Blue Collar,56,Private,7760,4,SUV,no,5293,1,No,6,0,1,0,Highly Urban/ Urban
155093200,2,10-Jan-55,44,3,13,18000,No,109000,Yes,M,Below High School,Blue Collar,77,Commercial,6420,1,Pickup,yes,8183,2,No,1,4579,1,1,Highly Urban/ Urban
576374778,0,7-Aug-38,61,0,13,103000,No,285000,Yes,F,PhD,Doctor,37,Private,42520,7,SUV,no,0,0,No,0,0,14,0,Highly Urban/ Urban
546977707,0,9-Dec-47,51,0,,152000,No,396000,Yes,M,Masters,Manager,22,Commercial,19780,6,Van,yes,0,0,No,0,0,10,0,Highly Urban/ Urban
358204102,0,31-Mar-51,48,0,14,147000,No,373000,Yes,F,Masters,Manager,25,Private,24700,4,Minivan,no,0,0,No,2,0,15,0,Highly Urban/ Urban
642771567,0,9-Sep-61,38,0,13,15000,No,146000,Yes,F,Below High School,Clerical,31,Private,3030,1,Sports Car,no,0,0,No,0,2091,1,1,Highly Urban/ Urban
822574090,0,26-Jun-50,49,0,17,34000,No,181000,Yes,F,Bachelors,Manager,33,Private,4910,4,Sports Car,no,7244,1,No,3,0,7,0,Highly Urban/ Urban
485161867,0,23-Sep-67,32,0,6,12000,No,118000,Yes,M,Below High School,Blue Collar,39,Private,10700,3,Minivan,yes,0,0,No,2,0,1,0,Highly Rural/ Rural
